,company,location,job-title,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,helpful-count,year
22554,netflix,"Los Angeles, CA",Former Employee - Video Editor,5.0,4.0,3.0,4.0,4.0,3.0,0,2018.0
22555,netflix,"Los Angeles, CA",Current Employee - Anonymous Employee,4.0,4.0,5.0,4.0,5.0,4.0,8,2018.0
22556,netflix,"Los Gatos, CA",Former Employee - Anonymous Employee,2.0,2.0,1.0,3.0,4.0,2.0,35,2018.0
22557,netflix,"London, CA",Former Employee - N/A,4.0,4.0,4.0,4.0,3.0,3.0,0,2018.0
22558,netflix,"Salt Lake City, UT",Former Employee - Tier III/Technical Research Analyst,2.0,2.0,2.0,1.0,5.0,2.0,1,2018.0
22559,netflix,"Salt Lake City, UT",Former Employee - Anonymous Employee,4.0,4.0,4.0,4.0,5.0,4.0,5,2018.0
22560,netflix,"Los Angeles, CA",Current Employee - Physical Production Coordinator,3.0,1.0,5.0,2.0,5.0,1.0,5,2018.0
22561,netflix,"Los Gatos, CA",Former Employee - Linguist,3.0,2.0,3.0,3.0,3.0,2.0,0,2018.0
22562,netflix,"Los Angeles, CA",Current Employee - Recruiter,5.0,4.0,5.0,5.0,5.0,5.0,1,2018.0
22563,netflix,"Los Gatos, CA",Current Employee - Senior UI Engineer,5.0,5.0,5.0,5.0,5.0,5.0,2,2018.0
22564,netflix,"New York, NY",Current Employee - Systems Administrator,4.0,3.0,5.0,5.0,5.0,3.0,1,2018.0
22565,netflix,"Los Gatos, CA",Current Employee - Account Manager,3.0,3.0,4.0,3.0,4.0,3.0,0,2018.0
22566,netflix,"San Francisco, CA",Current Employee - Senior Security Engineer,5.0,4.0,5.0,5.0,5.0,5.0,0,2018.0
22567,netflix,"Los Gatos, CA",Former Employee - Senior Manager,4.0,1.0,5.0,4.0,5.0,5.0,5,2018.0
22568,netflix,"Los Angeles, CA",Current Employee - Lead Creative,5.0,4.0,5.0,4.0,4.0,4.0,0,2018.0
22569,netflix,"Salt Lake City, UT",Current Employee - Technical Research Analyst,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
22570,netflix,"Los Angeles, CA",Former Employee - Anonymous Employee,2.0,1.0,1.0,1.0,5.0,1.0,24,2018.0
22571,netflix,"Los Angeles, CA",Current Employee - Anonymous Employee,5.0,5.0,5.0,5.0,5.0,5.0,4,2018.0
22572,netflix,"Los Gatos, CA",Current Employee - Senior Software Engineer,5.0,5.0,5.0,5.0,5.0,4.0,11,2018.0
22573,netflix,"Los Gatos, CA",Former Employee - Senior Software Engineering Manager,3.0,3.0,1.0,3.0,5.0,3.0,67,2018.0
22574,netflix,"Norcross, GA",Former Employee - Scanner,4.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
22575,netflix,"Los Gatos, CA",Current Employee - Senior UI Engineer,5.0,5.0,5.0,3.0,5.0,5.0,6,2018.0
22576,netflix,"Salt Lake City, UT",Former Employee - Supervisor,1.0,4.0,1.0,1.0,5.0,1.0,2,2018.0
22577,netflix,"Los Gatos, CA",Current Employee - Software Engineering Manager,5.0,3.0,5.0,4.0,4.0,4.0,10,2018.0
22578,netflix,"Los Angeles, CA",Former Employee - Administrative Assistant,3.0,3.0,5.0,4.0,5.0,5.0,6,2018.0
22579,netflix,"Los Gatos, CA",Current Employee - Senior Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
22580,netflix,"Hillsboro, OR",Former Employee - Supervisor,3.0,3.0,3.0,3.0,3.0,2.0,0,2018.0
22581,netflix,"Los Gatos, CA",Current Employee - Senior Software Engineer,5.0,4.0,5.0,5.0,5.0,5.0,12,2018.0
22582,netflix,"Salt Lake City, UT",Current Employee - CSR-1,1.0,1.0,2.0,1.0,3.0,1.0,16,2018.0
22583,netflix,"Salt Lake City, UT",Former Employee - Customer Service Representative,1.0,1.0,1.0,1.0,2.0,1.0,12,2018.0
22584,netflix,"Salt Lake City, UT",Current Employee - Customer Service Representative,4.0,4.0,4.0,3.0,5.0,4.0,2,2018.0
22585,netflix,"Los Angeles, CA",Current Employee - Localization Project Manager,5.0,3.2,3.5,3.2,4.3,3.2,0,2018.0
22586,netflix,"Salt Lake City, UT",Former Employee - Customer Service Representative,4.0,5.0,4.0,4.0,5.0,4.0,0,2018.0
22587,netflix,"Los Gatos, CA",Former Employee - Product,3.0,5.0,4.0,3.0,5.0,3.0,22,2018.0
22588,netflix,"Salt Lake City, UT",Former Employee - CSR2,5.0,3.0,5.0,2.0,5.0,3.0,2,2018.0
22589,netflix,"Salt Lake City, UT",Current Employee - Customer Service Representative,3.0,3.0,4.0,1.0,4.0,2.0,26,2018.0
22590,netflix,"Salt Lake City, UT",Current Employee - Technical Support Representative,5.0,3.0,5.0,4.0,5.0,5.0,0,2018.0
22591,netflix,"Salt Lake City, UT",Current Employee - TSR,4.0,5.0,4.0,2.0,5.0,4.0,1,2018.0
22592,netflix,"San Jose, CA",Former Employee - Tech Support,1.0,2.0,3.0,3.0,3.0,2.0,4,2018.0
22593,netflix,"Salt Lake City, UT",Former Employee - TSR,2.0,3.0,1.0,4.0,4.0,1.0,5,2018.0
22594,netflix,"Salt Lake City, UT",Former Employee - Anonymous Employee,3.0,1.0,5.0,2.0,5.0,3.0,3,2018.0
22595,netflix,"Hollywood, CA",Current Employee - Finance Operations Associate,4.0,3.0,4.0,4.0,5.0,3.0,4,2018.0
22596,netflix,"Salt Lake City, UT",Former Employee - Customer Service Representative,3.0,2.0,2.0,3.0,3.0,2.0,2,2018.0
22597,netflix,"Los Angeles, CA",Current Employee - Assistant,5.0,3.0,5.0,4.0,5.0,5.0,19,2017.0
22598,netflix,"Salt Lake City, UT",Current Employee - Customer Service Representative,4.0,3.0,5.0,2.0,5.0,4.0,0,2018.0
22599,netflix,"Los Gatos, CA",Former Employee - Creative Director,4.0,3.0,5.0,4.0,5.0,4.0,1,2018.0
22600,netflix,"Colorado Springs, CO",Former Employee - Senior Network Architect,5.0,3.0,5.0,5.0,5.0,4.0,5,2018.0
22601,netflix,"Los Gatos, CA",Former Employee - Senior Software Engineer,3.0,4.0,1.0,1.0,4.0,2.0,40,2017.0
22602,netflix,"Fremont, CA",Current Employee - Senior NOC Engineer,4.0,2.0,3.0,3.0,5.0,4.0,1,2017.0
22603,netflix,"Los Gatos, CA",Current Employee - Anonymous Employee,5.0,5.0,5.0,5.0,5.0,5.0,1,2017.0
22604,netflix,"Los Gatos, CA",Current Employee - Anonymous Employee,5.0,4.0,5.0,4.0,5.0,4.0,7,2017.0
22605,netflix,"Fremont, CA",Current Employee - Call Center DVD,1.0,2.0,1.0,1.0,2.0,1.0,1,2017.0
22606,netflix,"Los Angeles, CA",Former Employee - Senior Manager,5.0,2.0,5.0,5.0,5.0,3.0,7,2017.0
22607,netflix,"Los Gatos, CA",Current Employee - Anonymous Employee,5.0,5.0,5.0,5.0,5.0,5.0,1,2017.0
22608,netflix,"Salt Lake City, UT",Current Employee - Customer Service Representative,5.0,3.0,5.0,4.0,5.0,5.0,1,2017.0
22609,netflix,"Los Angeles, CA",Current Employee - PR/Marketing,5.0,5.0,5.0,5.0,5.0,5.0,6,2017.0
22610,netflix,"Farmington Hills, MI",Former Employee - Anonymous Employee,2.0,2.0,2.0,2.0,3.0,1.0,2,2017.0
22611,netflix,"Salt Lake City, UT",Former Employee - Csr1,2.0,1.0,1.0,1.0,3.0,1.0,0,2017.0
22612,netflix,"Los Gatos, CA",Current Employee - Senior Data Scientist,5.0,5.0,5.0,5.0,5.0,4.0,4,2017.0
22613,netflix,"New York, NY",Former Employee - Production Assistant,3.0,1.0,2.0,3.0,1.0,2.0,1,2017.0
22614,netflix,"Los Gatos, CA",Former Employee - Senior Software Engineer,3.0,3.0,2.0,2.0,5.0,3.0,17,2017.0
22615,netflix,"Los Angeles, CA",Former Employee - Anonymous Employee,2.0,4.0,3.0,2.0,4.0,5.0,20,2017.0
22616,netflix,"Los Gatos, CA",Current Employee - Senior Software Engineer,3.0,5.0,5.0,1.0,5.0,2.0,3,2017.0
22617,netflix,"Salt Lake City, UT",Former Employee - Customer Service Representative,2.0,2.0,1.0,3.0,4.0,1.0,4,2017.0
22618,netflix,"Salt Lake City, UT",Former Employee - Customer Service Representative,1.0,1.0,1.0,1.0,2.0,1.0,8,2017.0
22619,netflix,"Los Gatos, CA",Former Employee - Senior Software Engineer,3.0,3.0,2.0,2.0,5.0,4.0,23,2017.0
22620,netflix,"Denver, CO",Former Employee - Production Assistant,3.0,2.0,1.0,3.0,3.0,2.0,2,2017.0
22621,netflix,"Salt Lake City, UT",Former Employee - Customer Service Representative,1.0,1.0,2.0,1.0,5.0,1.0,12,2017.0
22622,netflix,"Salt Lake City, UT",Former Employee - Customer Service Representative,1.0,3.2,3.5,3.2,4.3,3.2,7,2017.0
22623,netflix,"Los Gatos, CA",Current Employee - Senior Software Engineer,5.0,4.0,5.0,4.0,5.0,4.0,1,2017.0
22624,netflix,"Los Gatos, CA",Former Employee - Senior Software Engineer,1.0,1.0,1.0,1.0,5.0,1.0,31,2017.0
22625,netflix,"Salt Lake City, UT",Former Employee - Anonymous Employee,3.0,5.0,3.0,1.0,5.0,1.0,7,2017.0
22626,netflix,"Los Angeles, CA",Current Employee - Senior Account Manager,5.0,5.0,5.0,5.0,5.0,5.0,5,2017.0
22627,netflix,"Salt Lake City, UT",Former Employee - TSR,4.0,3.0,5.0,4.0,5.0,4.0,1,2017.0
22628,netflix,"Los Gatos, CA",Former Employee - Product Manager,5.0,3.0,1.0,2.0,3.0,1.0,13,2017.0
22629,netflix,"Los Gatos, CA",Current Employee - Customer Experience Manager,4.0,4.0,4.0,4.0,5.0,4.0,0,2017.0
22630,netflix,"Los Gatos, CA",Former Employee - Anonymous Employee,3.0,3.0,4.0,3.0,4.0,3.0,19,2017.0
22631,netflix,"Salt Lake City, UT",Current Employee - Technical Support Representative,4.0,4.0,5.0,4.0,4.0,4.0,0,2017.0
22632,netflix,"Los Gatos, CA",Current Employee - Anonymous Employee,1.0,1.0,1.0,1.0,4.0,2.0,27,2017.0
22633,netflix,"Los Gatos, CA",Current Employee - Talent Acquisition Manager,5.0,3.0,5.0,5.0,5.0,5.0,9,2017.0
22634,netflix,"Salt Lake City, UT",Former Employee - Technical Support Representative,4.0,4.0,5.0,2.0,4.0,3.0,0,2017.0
22635,netflix,"Los Gatos, CA",Former Employee - Senior Software Engineer,1.0,2.0,1.0,2.0,4.0,2.0,52,2017.0
22636,netflix,"Los Gatos, CA",Former Employee - Director,4.0,2.0,5.0,5.0,5.0,3.0,9,2017.0
22637,netflix,"Fort Lauderdale, FL",Former Employee - Production Machine Operator,4.0,3.0,4.0,2.0,3.0,3.0,1,2017.0
22638,netflix,"Los Angeles, CA",Current Employee - Senior Data Scientist,5.0,5.0,5.0,5.0,5.0,5.0,3,2017.0
22639,netflix,"Los Gatos, CA",Current Employee - Senior Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,5,2017.0
22640,netflix,"Los Gatos, CA",Former Employee - Anonymous Employee,2.0,4.0,2.0,2.0,5.0,2.0,19,2017.0
22641,netflix,"Los Gatos, CA",Current Employee - Anonymous Employee,1.0,3.0,1.0,1.0,4.0,2.0,29,2017.0
22642,netflix,"Los Gatos, CA",Former Employee - Senior User Experience Designer,4.0,1.0,4.0,2.0,5.0,3.0,28,2017.0
22643,netflix,"Clearwater, FL",Former Employee - Csr1,3.0,1.0,2.0,4.0,2.0,3.2,5,2017.0
22644,netflix,"Los Gatos, CA",Former Employee - Senior Software Engineer,5.0,5.0,5.0,4.0,5.0,5.0,8,2017.0
22645,netflix,"Los Gatos, CA",Former Employee - Anonymous Employee,4.0,3.2,3.5,3.2,4.3,3.2,0,2017.0
22646,netflix,"Salt Lake City, UT",Former Employee - Customer Service Representative,3.0,3.0,4.0,2.0,4.0,4.0,7,2017.0
22647,netflix,"Santa Ana, CA",Former Employee - Accountant,3.0,2.0,3.0,5.0,1.0,3.0,0,2017.0
22648,netflix,"Los Gatos, CA",Current Employee - Senior Software Engineer,3.0,2.0,3.0,5.0,5.0,3.0,130,2016.0
22649,netflix,"Salt Lake City, UT",Current Employee - CSR-1,4.0,5.0,5.0,3.0,5.0,4.0,2,2017.0
22650,netflix,"Salt Lake City, UT",Current Employee - Customer Service Representative,1.0,1.0,1.0,1.0,3.0,1.0,7,2017.0
22651,netflix,"Los Gatos, CA",Former Employee - Data Engineering Manager,4.0,4.0,5.0,4.0,5.0,5.0,0,2017.0
22652,netflix,"Salt Lake City, UT",Former Employee - Operations Supervisor,1.0,3.0,1.0,1.0,5.0,2.0,8,2017.0
22653,netflix,"Los Gatos, CA",Former Employee - Anonymous Employee,2.0,3.0,2.0,2.0,4.0,1.0,27,2016.0
22654,netflix,"Salt Lake City, UT",Former Employee - Customer Service Representative,2.0,1.0,1.0,1.0,4.0,1.0,16,2016.0
22655,netflix,"Los Gatos, CA",Current Employee - Senior Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,5,2016.0
22656,netflix,"Denver, CO",Former Employee - Anonymous Employee,1.0,1.0,1.0,2.0,4.0,1.0,3,2017.0
22657,netflix,"Los Gatos, CA",Current Employee - Senior Data Engineer,5.0,5.0,5.0,5.0,5.0,5.0,1,2016.0
22658,netflix,"Los Gatos, CA",Current Employee - Senior Software Engineer In Test,3.0,4.0,3.0,2.0,4.0,2.0,7,2016.0
22659,netflix,"Salt Lake City, UT",Current Employee - CSR-1,2.0,1.0,1.0,1.0,3.0,3.0,9,2016.0
22660,netflix,"Salt Lake City, UT",Current Employee - Training and Development Manager,5.0,3.2,3.5,3.2,4.3,3.2,6,2016.0
22661,netflix,"Beverly Hills, CA",Current Employee - Content Distribution Coordinator,5.0,4.0,5.0,5.0,5.0,4.0,5,2016.0
22662,netflix,"Los Gatos, CA",Former Employee - Anonymous Employee,4.0,4.0,5.0,1.0,5.0,5.0,6,2016.0
22663,netflix,"Los Angeles, CA",Current Employee - Senior Web UI Engineer,3.0,1.0,4.0,3.0,2.0,3.0,3,2016.0
22664,netflix,"Los Gatos, CA",Current Employee - Senior Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,9,2016.0
22665,netflix,"Tampa, FL",Current Employee - CSR-1,1.0,1.0,3.0,2.0,4.0,1.0,3,2016.0
22666,netflix,"Salt Lake City, UT",Current Employee - Customer Service Supervisor,3.0,4.0,2.0,1.0,5.0,1.0,7,2016.0
22667,netflix,"Los Angeles, CA",Current Employee - Anonymous Employee,4.0,3.0,5.0,3.0,5.0,5.0,4,2016.0
22668,netflix,"Los Gatos, CA",Current Employee - Anonymous Employee,5.0,4.0,5.0,5.0,5.0,4.0,16,2016.0
22669,netflix,"Salt Lake City, UT",Current Employee - Customer Service Supervisor,4.0,5.0,5.0,4.0,5.0,5.0,8,2016.0
22670,netflix,"Los Gatos, CA",Former Employee - Senior Software Engineer,5.0,5.0,5.0,4.0,5.0,5.0,4,2016.0
22671,netflix,"Los Gatos, CA",Current Employee - Anonymous Employee,3.0,1.0,1.0,1.0,5.0,1.0,5,2016.0
22672,netflix,"Salt Lake City, UT",Former Employee - CSR-1,1.0,1.0,2.0,1.0,2.0,3.0,6,2016.0
22673,netflix,"Salt Lake City, UT",Former Employee - Csr1,3.0,4.0,3.0,3.0,4.0,5.0,1,2016.0
22674,netflix,"Salt Lake City, UT",Former Employee - Customer Service Representative,5.0,4.0,3.0,2.0,4.0,3.0,0,2016.0
22675,netflix,"Salt Lake City, UT",Current Employee - Customer Service Representative-voice,2.0,1.0,1.0,1.0,3.0,1.0,19,2016.0
22676,netflix,"Los Gatos, CA",Current Employee - Anonymous Employee,4.0,2.0,3.5,4.0,4.0,3.0,1,2016.0
22677,netflix,"Salt Lake City, UT",Current Employee - Customer Service Representative,1.0,1.0,3.0,1.0,2.0,1.0,5,2016.0
22678,netflix,"Salt Lake City, UT",Former Employee - Customer Service Representative,5.0,4.0,5.0,5.0,5.0,5.0,1,2016.0
22679,netflix,"Salt Lake City, UT",Former Employee - Customer Service Representative,3.0,3.0,3.0,3.0,5.0,1.0,5,2016.0
22680,netflix,"Los Gatos, CA",Current Employee - Tier III,5.0,5.0,5.0,4.0,5.0,5.0,0,2016.0
22681,netflix,"Beverly Hills, CA",Current Employee - Senior Marketing Manager,2.0,3.0,1.0,2.0,4.0,2.0,33,2016.0
22682,netflix,"Salt Lake City, UT",Former Employee - TSR,4.0,3.0,5.0,4.0,5.0,4.0,1,2016.0
22683,netflix,"Southfield, MI",Former Employee - Mentor/Trainer,4.0,4.0,4.0,3.0,3.0,4.0,1,2016.0
22684,netflix,"Los Gatos, CA",Former Employee - Engineering Manager,1.0,1.0,1.0,1.0,4.0,1.0,22,2016.0
22685,netflix,"Salt Lake City, UT",Current Employee - Customer Service Representative,4.0,5.0,5.0,3.0,4.0,4.0,1,2016.0
22686,netflix,"Los Gatos, CA",Former Employee - Anonymous Employee,4.0,3.2,3.5,3.2,4.3,3.2,6,2016.0
22687,netflix,"Los Angeles, CA",Current Employee - Anonymous Employee,4.0,1.0,3.0,4.0,5.0,1.0,2,2016.0
22688,netflix,"Los Gatos, CA",Current Employee - Anonymous Employee,4.0,4.0,5.0,5.0,5.0,4.0,11,2016.0
22689,netflix,"Hillsboro, OR",Former Employee - Csr1,4.0,4.0,5.0,3.0,4.0,4.0,2,2016.0
22690,netflix,"Fort Lauderdale, FL",Former Employee - DVD Processor,4.0,3.0,3.0,3.0,4.0,3.0,0,2016.0
22691,netflix,"Salt Lake City, UT",Former Employee - Chat Customer Service Agent,2.0,3.2,3.5,3.2,4.3,3.2,6,2016.0
22692,netflix,"Los Gatos, CA",Current Employee - Senior Software Engineer,5.0,4.0,5.0,4.0,5.0,5.0,20,2016.0
22693,netflix,"Los Gatos, CA",Former Employee - UI Designer,4.0,4.0,3.0,3.0,4.0,3.0,0,2016.0
22694,netflix,"Los Gatos, CA",Former Employee - Senior Software Engineer,5.0,5.0,5.0,3.0,5.0,5.0,5,2016.0
22695,netflix,"Los Gatos, CA",Former Employee - Anonymous Employee,3.0,2.0,3.0,3.0,5.0,3.0,28,2016.0
22696,netflix,"Los Gatos, CA",Former Employee - Customer Service Representative,4.0,5.0,5.0,3.0,5.0,4.0,0,2016.0
22697,netflix,"Anaheim, CA",Former Employee - Machine Operator/Mailer,4.0,4.0,3.5,3.0,4.0,4.0,2,2016.0
22698,netflix,"Naperville, IL",Current Employee - Operations Manager,4.0,2.0,5.0,1.0,4.0,2.0,4,2016.0
22699,netflix,"Salt Lake City, UT",Current Employee - Customer Service Representative II,3.0,2.0,3.0,1.0,5.0,2.0,3,2016.0
22700,netflix,"Los Gatos, CA","Current Employee - Global Learning and Development Curriculum Developer, E-learning",5.0,5.0,5.0,5.0,5.0,5.0,0,2016.0
22701,netflix,"Hillsboro, OR",Former Employee - Customer Service Representative,2.0,3.0,1.0,1.0,2.0,3.0,5,2016.0
22702,netflix,"Burbank, CA",Former Employee - AV CC Vefifier,5.0,3.0,5.0,4.0,4.0,5.0,3,2016.0
22703,netflix,"Los Gatos, CA",Former Employee - Anonymous Employee,2.0,3.0,1.0,2.0,5.0,1.0,26,2016.0
22704,netflix,"Los Gatos, CA",Former Employee - Senior Research Manager,5.0,4.0,5.0,4.0,5.0,4.0,9,2016.0
22705,netflix,"Beverly Hills, CA",Former Employee - Content Partner Specialist,2.0,4.0,3.0,2.0,5.0,1.0,58,2015.0
22706,netflix,"Aurora, CO",Former Employee - Customer Service Representative,3.0,3.2,3.5,3.2,4.3,3.2,3,2016.0
22707,netflix,"Los Gatos, CA",Current Employee - Anonymous Employee,3.0,3.0,3.0,2.0,5.0,3.0,19,2015.0
22708,netflix,"Chicago, IL",Former Employee - Anonymous Employee,5.0,3.2,3.5,3.2,4.3,3.2,0,2016.0
22709,netflix,"Los Gatos, CA",Current Employee - Engineering Manager,4.0,5.0,5.0,2.0,5.0,5.0,12,2015.0
22710,netflix,"Beverly Hills, CA",Current Employee - Anonymous Employee,5.0,5.0,5.0,4.0,5.0,5.0,9,2015.0
22711,netflix,"Beverly Hills, CA",Former Employee - Anonymous Employee,1.0,3.2,3.5,3.2,4.3,3.2,12,2016.0
22712,netflix,"Salt Lake City, UT",Former Employee - Csr1,2.0,3.0,1.0,1.0,3.0,1.0,0,2016.0
22713,netflix,"Aurora, CO",Former Employee - Customer Service Representative,4.0,1.0,1.0,2.0,3.0,1.0,8,
22714,netflix,"Los Angeles, CA",Former Employee - Customer Service Representative II,1.0,1.0,2.0,3.0,3.0,1.0,16,2016.0
22715,netflix,"Salt Lake City, UT",Former Employee - TSR,3.0,1.0,1.0,1.0,1.0,1.0,9,2015.0
22716,netflix,"Salt Lake City, UT",Current Employee - Customer Service Representative I,5.0,3.0,5.0,5.0,5.0,4.0,3,2015.0
22717,netflix,"Morgan Hill, CA",Current Employee - Anonymous Employee,5.0,4.0,5.0,4.0,5.0,5.0,0,2015.0
22718,netflix,"Santa Monica, CA",Former Employee - Digital Account Specialist,1.0,1.0,1.0,1.0,4.0,2.0,27,2015.0
22719,netflix,"Columbus, OH",Former Employee - Operations Associate III,5.0,5.0,5.0,4.0,5.0,3.0,0,2015.0
22720,netflix,"Farmington Hills, MI",Former Employee - Customer Service Representative,1.0,1.0,3.0,1.0,2.0,1.0,8,2015.0
22721,netflix,"Gilroy, CA",Current Employee - Senior Software Engineer,4.0,4.0,4.0,3.0,5.0,4.0,4,2015.0
22722,netflix,"Los Gatos, CA",Former Employee - Anonymous Employee,4.0,4.0,5.0,5.0,4.0,3.0,18,2015.0
22723,netflix,"Salt Lake City, UT",Current Employee - Customer Service Representative,4.0,3.0,5.0,5.0,5.0,5.0,1,2015.0
22724,netflix,"Los Gatos, CA",Current Employee - Anonymous Employee,5.0,4.0,5.0,5.0,4.0,5.0,7,2015.0
22725,netflix,"Salt Lake City, UT",Former Employee - Anonymous Employee,1.0,1.0,1.0,1.0,1.0,1.0,13,2015.0
22726,netflix,"Los Gatos, CA",Current Employee - Manager,5.0,4.0,5.0,5.0,5.0,4.0,1,2015.0
22727,netflix,"Redmond, WA",Current Employee - Anonymous Employee,5.0,5.0,4.0,5.0,5.0,5.0,3,2015.0
22728,netflix,"Los Gatos, CA",Current Employee - Anonymous Employee,4.0,3.0,4.0,3.0,5.0,5.0,1,2015.0
22729,netflix,"Los Gatos, CA",Current Employee - Anonymous Employee,5.0,5.0,5.0,5.0,5.0,5.0,0,2015.0
22730,netflix,"Los Gatos, CA",Current Employee - Anonymous Employee,5.0,4.0,5.0,4.0,5.0,5.0,6,2015.0
22731,netflix,"Salt Lake City, UT",Current Employee - Csr1 Chat,5.0,5.0,5.0,5.0,5.0,5.0,5,2015.0
22732,netflix,"Los Gatos, CA",Current Employee - Engineering Manager,5.0,4.0,5.0,5.0,5.0,5.0,3,2015.0
22733,netflix,"Beverly Hills, CA",Current Employee - Senior Analyst,5.0,5.0,5.0,5.0,5.0,5.0,3,2015.0
22734,netflix,"Hillsboro, OR",Former Employee - Customer Service Representative,3.0,3.0,3.0,3.0,3.0,3.0,2,2015.0
22735,netflix,"Santa Clara, CA",Former Employee - Anonymous Employee,4.0,2.0,5.0,3.0,5.0,5.0,1,2015.0
22736,netflix,"Salt Lake City, UT",Current Employee - Customer Service Representative,3.0,1.0,3.0,3.0,5.0,3.0,7,2015.0
22737,netflix,"Los Gatos, CA",Current Employee - Anonymous Employee,4.0,3.0,5.0,3.0,4.0,4.0,0,2015.0
